Variable_name	Value
log_slow_admin_statements	ON
log_slow_disabled_statements	sp
log_slow_filter	admin,filesort,filesort_on_disk,filesort_priority_queue,full_join,full_scan,query_cache,query_cache_miss,tmp_table,tmp_table_on_disk
log_slow_max_warnings	10
log_slow_min_examined_row_limit	0
log_slow_query	ON
log_slow_query_file	MacBook-Pro-Arttu-slow.log
log_slow_query_time	10.000000
log_slow_rate_limit	1
log_slow_slave_statements	ON
log_slow_verbosity	
slow_launch_time	2
slow_query_log	ON
slow_query_log_file	MacBook-Pro-Arttu-slow.log
7294	Rojola	Iida
9461	Rojola	Iida
9671	Rojola	Iida
10094	Rojola	Iida
11413	Rojola	Iida
11738	Rojola	Iida
12244	Rojola	Iida
13047	Rojola	Iida
15476	Rojola	Iida
18407	Rojola	Iida
24044	Rojola	Iida
24066	Rojola	Iida
26509	Rojola-Auvinen	Iida
28292	Rojola	Iida
30320	Rojola	Iida
32094	Rojola	Iida
37119	Rojola	Iida
39437	Rojola	Iida
40270	Rojola	Iida
40600	Rojola	Iida
42541	Rojola	Iida
43285	Rojola	Iida
45918	Laitamo-Rojola	Iida
46519	Rojola	Iida
47522	Rojola	Iida
48664	Rojola	Iida
50163	Rojola	Iida
51065	Rojola	Iida
53432	Rojola	Iida
55375	Rojola	Iida
55736	Ollikainen-Rojola	Iida
56196	Rojola	Iida
61538	Rojola	Iida
64254	Rojola	Iida
66363	Rojola	Iida
66979	Rojola-Rajala	Iida
68219	Rojola	Iida
71215	Rojola	Iida
71733	Rojola	Iida
74971	Häkkinen-Rojola	Iida
76212	Rojola	Iida
79318	Rojola	Iida
81227	Rojola	Iida
81975	Rojola	Iida
87081	Rojola	Iida
88357	Rojola	Iida
89019	Rojola	Iida
91841	Rojola	Iida
92299	Rojola	Iida
97570	Rojola	Iida
97630	Rojola	Iida
99720	Rojola	Iida
99753	Rojola	Iida
107288	Rojola-Uutela	Iida
110170	Rojola	Iida
111197	Rojola	Iida
111640	Wuotila-Rojola	Iida
114982	Rojola	Iida
115272	Rojola	Iida
115298	Rojola	Iida
115935	Rojola	Iida
117692	Rojola	Iida
123204	Rojola	Iida
124259	Mottisenkangas-Rojola	Iida
125850	Rojola	Iida
126623	Rojola	Iida
126819	Stepanov-Rojola	Iida
129695	Rojola	Iida
131459	Rojola	Iida
132236	Rojola	Iida
132745	Rojola	Iida
135215	Rojola	Iida
135299	Paavola-Rojola	Iida
135519	Rojola	Iida
136156	Rojola	Iida
136834	Rojola	Iida
136990	Rojola	Iida
137027	Rojola	Iida
146857	Rojola	Iida
149258	Rojola	Iida
149415	Rojola-Ruottinen	Iida
152450	Rojola	Iida
152539	Kohonen-Rojola	Iida
152750	Rojola	Iida
154835	Rojola	Iida
155465	Rojola	Iida
158957	Rojola	Iida
159208	Rojola	Iida
160085	Rojola-Kähkönen	Iida
163554	Rojola	Iida
164153	Rojola	Iida
164918	Vanninen-Rojola	Iida
168449	Rojola	Iida
172311	Rojola	Iida
173258	Rojola	Iida
174364	Rojola	Iida
175094	Rojola	Iida
175253	Rojola	Iida
176917	Rojola	Iida
177825	Rojola	Iida
178222	Rojola	Iida
179838	Rojola	Iida
180744	Rojola	Iida
182603	Rojola	Iida
183368	Rojola	Iida
184592	Mynttinen-Rojola	Iida
185206	Rojola	Iida
186419	Rojola	Iida
187117	Rojola	Iida
190421	Rojola	Iida
191298	Rojola	Iida
193437	Rojola	Iida
196979	Rojola	Iida
197621	Rojola	Iida
198720	Rojola	Iida
199632	Rojola	Iida
3	Rojola	Unto
206	Rojola	Unto
1179	Rojola-Heinonen	Unto
1866	Rojola	Unto
5376	Rojola	Unto
5443	Rojola	Unto
5607	Rojola	Unto
6469	Rojola	Unto
7294	Rojola	Unto
9461	Rojola	Unto
9671	Rojola	Unto
10094	Rojola	Unto
11413	Rojola	Unto
11738	Rojola	Unto
12244	Rojola	Unto
13047	Rojola	Unto
15476	Rojola	Unto
18407	Rojola	Unto
24044	Rojola	Unto
24066	Rojola	Unto
26509	Rojola-Auvinen	Unto
28292	Rojola	Unto
30320	Rojola	Unto
32094	Rojola	Unto
37119	Rojola	Unto
39437	Rojola	Unto
40270	Rojola	Unto
40600	Rojola	Unto
42541	Rojola	Unto
43285	Rojola	Unto
45918	Laitamo-Rojola	Unto
46519	Rojola	Unto
47522	Rojola	Unto
48664	Rojola	Unto
50163	Rojola	Unto
51065	Rojola	Unto
53432	Rojola	Unto
55375	Rojola	Unto
55736	Ollikainen-Rojola	Unto
56196	Rojola	Unto
61538	Rojola	Unto
64254	Rojola	Unto
66363	Rojola	Unto
66979	Rojola-Rajala	Unto
68219	Rojola	Unto
71215	Rojola	Unto
71733	Rojola	Unto
74971	Häkkinen-Rojola	Unto
76212	Rojola	Unto
79318	Rojola	Unto
81227	Rojola	Unto
81975	Rojola	Unto
87081	Rojola	Unto
88357	Rojola	Unto
89019	Rojola	Unto
91841	Rojola	Unto
92299	Rojola	Unto
97570	Rojola	Unto
97630	Rojola	Unto
99720	Rojola	Unto
99753	Rojola	Unto
107288	Rojola-Uutela	Unto
110170	Rojola	Unto
111197	Rojola	Unto
111640	Wuotila-Rojola	Unto
114982	Rojola	Unto
115272	Rojola	Unto
115298	Rojola	Unto
115935	Rojola	Unto
117692	Rojola	Unto
123204	Rojola	Unto
124259	Mottisenkangas-Rojola	Unto
125850	Rojola	Unto
126623	Rojola	Unto
126819	Stepanov-Rojola	Unto
129695	Rojola	Unto
131459	Rojola	Unto
132236	Rojola	Unto
132745	Rojola	Unto
135215	Rojola	Unto
135299	Paavola-Rojola	Unto
135519	Rojola	Unto
136156	Rojola	Unto
136834	Rojola	Unto
136990	Rojola	Unto
137027	Rojola	Unto
146857	Rojola	Unto
149258	Rojola	Unto
149415	Rojola-Ruottinen	Unto
152450	Rojola	Unto
152539	Kohonen-Rojola	Unto
152750	Rojola	Unto
154835	Rojola	Unto
155465	Rojola	Unto
158957	Rojola	Unto
159208	Rojola	Unto
160085	Rojola-Kähkönen	Unto
163554	Rojola	Unto
164153	Rojola	Unto
164918	Vanninen-Rojola	Unto
168449	Rojola	Unto
172311	Rojola	Unto
173258	Rojola	Unto
174364	Rojola	Unto
175094	Rojola	Unto
175253	Rojola	Unto
176917	Rojola	Unto
177825	Rojola	Unto
178222	Rojola	Unto
179838	Rojola	Unto
180744	Rojola	Unto
182603	Rojola	Unto
183368	Rojola	Unto
184592	Mynttinen-Rojola	Unto
185206	Rojola	Unto
186419	Rojola	Unto
187117	Rojola	Unto
190421	Rojola	Unto
191298	Rojola	Unto
193437	Rojola	Unto
196979	Rojola	Unto
197621	Rojola	Unto
198720	Rojola	Unto
199632	Rojola	Unto
3	Rojola	Ossi
206	Rojola	Ossi
1179	Rojola-Heinonen	Ossi
1866	Rojola	Ossi
5376	Rojola	Ossi
5443	Rojola	Ossi
5607	Rojola	Ossi
6469	Rojola	Ossi
7294	Rojola	Ossi
9461	Rojola	Ossi
9671	Rojola	Ossi
10094	Rojola	Ossi
11413	Rojola	Ossi
11738	Rojola	Ossi
12244	Rojola	Ossi
13047	Rojola	Ossi
15476	Rojola	Ossi
18407	Rojola	Ossi
24044	Rojola	Ossi
24066	Rojola	Ossi
26509	Rojola-Auvinen	Ossi
28292	Rojola	Ossi
30320	Rojola	Ossi
32094	Rojola	Ossi
37119	Rojola	Ossi
39437	Rojola	Ossi
40270	Rojola	Ossi
40600	Rojola	Ossi
42541	Rojola	Ossi
43285	Rojola	Ossi
45918	Laitamo-Rojola	Ossi
46519	Rojola	Ossi
47522	Rojola	Ossi
48664	Rojola	Ossi
50163	Rojola	Ossi
51065	Rojola	Ossi
53432	Rojola	Ossi
55375	Rojola	Ossi
55736	Ollikainen-Rojola	Ossi
56196	Rojola	Ossi
61538	Rojola	Ossi
64254	Rojola	Ossi
66363	Rojola	Ossi
66979	Rojola-Rajala	Ossi
68219	Rojola	Ossi
71215	Rojola	Ossi
71733	Rojola	Ossi
74971	Häkkinen-Rojola	Ossi
76212	Rojola	Ossi
79318	Rojola	Ossi
81227	Rojola	Ossi
81975	Rojola	Ossi
87081	Rojola	Ossi
88357	Rojola	Ossi
89019	Rojola	Ossi
91841	Rojola	Ossi
92299	Rojola	Ossi
97570	Rojola	Ossi
97630	Rojola	Ossi
99720	Rojola	Ossi
99753	Rojola	Ossi
107288	Rojola-Uutela	Ossi
110170	Rojola	Ossi
111197	Rojola	Ossi
111640	Wuotila-Rojola	Ossi
114982	Rojola	Ossi
115272	Rojola	Ossi
115298	Rojola	Ossi
115935	Rojola	Ossi
117692	Rojola	Ossi
123204	Rojola	Ossi
124259	Mottisenkangas-Rojola	Ossi
125850	Rojola	Ossi
126623	Rojola	Ossi
126819	Stepanov-Rojola	Ossi
129695	Rojola	Ossi
131459	Rojola	Ossi
132236	Rojola	Ossi
132745	Rojola	Ossi
135215	Rojola	Ossi
135299	Paavola-Rojola	Ossi
135519	Rojola	Ossi
136156	Rojola	Ossi
136834	Rojola	Ossi
136990	Rojola	Ossi
137027	Rojola	Ossi
146857	Rojola	Ossi
149258	Rojola	Ossi
149415	Rojola-Ruottinen	Ossi
152450	Rojola	Ossi
152539	Kohonen-Rojola	Ossi
152750	Rojola	Ossi
154835	Rojola	Ossi
155465	Rojola	Ossi
158957	Rojola	Ossi
159208	Rojola	Ossi
160085	Rojola-Kähkönen	Ossi
163554	Rojola	Ossi
164153	Rojola	Ossi
164918	Vanninen-Rojola	Ossi
168449	Rojola	Ossi
172311	Rojola	Ossi
173258	Rojola	Ossi
174364	Rojola	Ossi
175094	Rojola	Ossi
175253	Rojola	Ossi
176917	Rojola	Ossi
177825	Rojola	Ossi
178222	Rojola	Ossi
179838	Rojola	Ossi
180744	Rojola	Ossi
182603	Rojola	Ossi
183368	Rojola	Ossi
184592	Mynttinen-Rojola	Ossi
185206	Rojola	Ossi
186419	Rojola	Ossi
187117	Rojola	Ossi
190421	Rojola	Ossi
191298	Rojola	Ossi
193437	Rojola	Ossi
196979	Rojola	Ossi
197621	Rojola	Ossi
198720	Rojola	Ossi
199632	Rojola	Ossi
3	Rojola	Onni
206	Rojola	Onni
1179	Rojola-Heinonen	Onni
1866	Rojola	Onni
5376	Rojola	Onni
5443	Rojola	Onni
5607	Rojola	Onni
6469	Rojola	Onni
7294	Rojola	Onni
9461	Rojola	Onni
9671	Rojola	Onni
10094	Rojola	Onni
11413	Rojola	Onni
11738	Rojola	Onni
12244	Rojola	Onni
13047	Rojola	Onni
15476	Rojola	Onni
18407	Rojola	Onni
24044	Rojola	Onni
24066	Rojola	Onni
26509	Rojola-Auvinen	Onni
28292	Rojola	Onni
30320	Rojola	Onni
32094	Rojola	Onni
37119	Rojola	Onni
39437	Rojola	Onni
40270	Rojola	Onni
40600	Rojola	Onni
42541	Rojola	Onni
43285	Rojola	Onni
45918	Laitamo-Rojola	Onni
46519	Rojola	Onni
47522	Rojola	Onni
48664	Rojola	Onni
50163	Rojola	Onni
51065	Rojola	Onni
53432	Rojola	Onni
55375	Rojola	Onni
55736	Ollikainen-Rojola	Onni
56196	Rojola	Onni
61538	Rojola	Onni
64254	Rojola	Onni
66363	Rojola	Onni
66979	Rojola-Rajala	Onni
68219	Rojola	Onni
71215	Rojola	Onni
71733	Rojola	Onni
74971	Häkkinen-Rojola	Onni
76212	Rojola	Onni
79318	Rojola	Onni
81227	Rojola	Onni
81975	Rojola	Onni
87081	Rojola	Onni
88357	Rojola	Onni
89019	Rojola	Onni
91841	Rojola	Onni
92299	Rojola	Onni
97570	Rojola	Onni
97630	Rojola	Onni
99720	Rojola	Onni
99753	Rojola	Onni
107288	Rojola-Uutela	Onni
110170	Rojola	Onni
111197	Rojola	Onni
111640	Wuotila-Rojola	Onni
114982	Rojola	Onni
115272	Rojola	Onni
115298	Rojola	Onni
115935	Rojola	Onni
117692	Rojola	Onni
123204	Rojola	Onni
124259	Mottisenkangas-Rojola	Onni
125850	Rojola	Onni
126623	Rojola	Onni
126819	Stepanov-Rojola	Onni
129695	Rojola	Onni
131459	Rojola	Onni
132236	Rojola	Onni
132745	Rojola	Onni
135215	Rojola	Onni
135299	Paavola-Rojola	Onni
135519	Rojola	Onni
136156	Rojola	Onni
136834	Rojola	Onni
136990	Rojola	Onni
137027	Rojola	Onni
146857	Rojola	Onni
149258	Rojola	Onni
149415	Rojola-Ruottinen	Onni
152450	Rojola	Onni
152539	Kohonen-Rojola	Onni
152750	Rojola	Onni
154835	Rojola	Onni
155465	Rojola	Onni
158957	Rojola	Onni
159208	Rojola	Onni
160085	Rojola-Kähkönen	Onni
163554	Rojola	Onni
164153	Rojola	Onni
164918	Vanninen-Rojola	Onni
168449	Rojola	Onni
172311	Rojola	Onni
173258	Rojola	Onni
174364	Rojola	Onni
175094	Rojola	Onni
175253	Rojola	Onni
176917	Rojola	Onni
177825	Rojola	Onni
178222	Rojola	Onni
179838	Rojola	Onni
180744	Rojola	Onni
182603	Rojola	Onni
183368	Rojola	Onni
184592	Mynttinen-Rojola	Onni
185206	Rojola	Onni
186419	Rojola	Onni
187117	Rojola	Onni
190421	Rojola	Onni
191298	Rojola	Onni
193437	Rojola	Onni
196979	Rojola	Onni
197621	Rojola	Onni
198720	Rojola	Onni
199632	Rojola	Onni
3	Rojola	Aliisa
206	Rojola	Aliisa
1179	Rojola-Heinonen	Aliisa
1866	Rojola	Aliisa
5376	Rojola	Aliisa
5443	Rojola	Aliisa
5607	Rojola	Aliisa
6469	Rojola	Aliisa
7294	Rojola	Aliisa
9461	Rojola	Aliisa
9671	Rojola	Aliisa
10094	Rojola	Aliisa
11413	Rojola	Aliisa
11738	Rojola	Aliisa
12244	Rojola	Aliisa
13047	Rojola	Aliisa
15476	Rojola	Aliisa
18407	Rojola	Aliisa
24044	Rojola	Aliisa
24066	Rojola	Aliisa
26509	Rojola-Auvinen	Aliisa
28292	Rojola	Aliisa
30320	Rojola	Aliisa
32094	Rojola	Aliisa
37119	Rojola	Aliisa
39437	Rojola	Aliisa
40270	Rojola	Aliisa
40600	Rojola	Aliisa
42541	Rojola	Aliisa
43285	Rojola	Aliisa
45918	Laitamo-Rojola	Aliisa
46519	Rojola	Aliisa
47522	Rojola	Aliisa
48664	Rojola	Aliisa
50163	Rojola	Aliisa
51065	Rojola	Aliisa
53432	Rojola	Aliisa
55375	Rojola	Aliisa
55736	Ollikainen-Rojola	Aliisa
56196	Rojola	Aliisa
61538	Rojola	Aliisa
64254	Rojola	Aliisa
66363	Rojola	Aliisa
66979	Rojola-Rajala	Aliisa
68219	Rojola	Aliisa
71215	Rojola	Aliisa
71733	Rojola	Aliisa
74971	Häkkinen-Rojola	Aliisa
76212	Rojola	Aliisa
79318	Rojola	Aliisa
81227	Rojola	Aliisa
81975	Rojola	Aliisa
87081	Rojola	Aliisa
88357	Rojola	Aliisa
89019	Rojola	Aliisa
91841	Rojola	Aliisa
92299	Rojola	Aliisa
97570	Rojola	Aliisa
97630	Rojola	Aliisa
99720	Rojola	Aliisa
99753	Rojola	Aliisa
107288	Rojola-Uutela	Aliisa
110170	Rojola	Aliisa
111197	Rojola	Aliisa
111640	Wuotila-Rojola	Aliisa
114982	Rojola	Aliisa
115272	Rojola	Aliisa
115298	Rojola	Aliisa
115935	Rojola	Aliisa
117692	Rojola	Aliisa
123204	Rojola	Aliisa
124259	Mottisenkangas-Rojola	Aliisa
125850	Rojola	Aliisa
126623	Rojola	Aliisa
126819	Stepanov-Rojola	Aliisa
129695	Rojola	Aliisa
131459	Rojola	Aliisa
132236	Rojola	Aliisa
132745	Rojola	Aliisa
135215	Rojola	Aliisa
135299	Paavola-Rojola	Aliisa
135519	Rojola	Aliisa
136156	Rojola	Aliisa
136834	Rojola	Aliisa
136990	Rojola	Aliisa
137027	Rojola	Aliisa
146857	Rojola	Aliisa
149258	Rojola	Aliisa
149415	Rojola-Ruottinen	Aliisa
152450	Rojola	Aliisa
152539	Kohonen-Rojola	Aliisa
152750	Rojola	Aliisa
154835	Rojola	Aliisa
155465	Rojola	Aliisa
158957	Rojola	Aliisa
159208	Rojola	Aliisa
160085	Rojola-Kähkönen	Aliisa
163554	Rojola	Aliisa
164153	Rojola	Aliisa
164918	Vanninen-Rojola	Aliisa
168449	Rojola	Aliisa
172311	Rojola	Aliisa
173258	Rojola	Aliisa
174364	Rojola	Aliisa
175094	Rojola	Aliisa
175253	Rojola	Aliisa
176917	Rojola	Aliisa
177825	Rojola	Aliisa
178222	Rojola	Aliisa
179838	Rojola	Aliisa
180744	Rojola	Aliisa
182603	Rojola	Aliisa
183368	Rojola	Aliisa
184592	Mynttinen-Rojola	Aliisa
185206	Rojola	Aliisa
186419	Rojola	Aliisa
187117	Rojola	Aliisa
190421	Rojola	Aliisa
191298	Rojola	Aliisa
193437	Rojola	Aliisa
196979	Rojola	Aliisa
197621	Rojola	Aliisa
198720	Rojola	Aliisa
199632	Rojola	Aliisa
3	Rojola	Tenho
206	Rojola	Tenho
1179	Rojola-Heinonen	Tenho
1866	Rojola	Tenho
5376	Rojola	Tenho
5443	Rojola	Tenho
5607	Rojola	Tenho
6469	Rojola	Tenho
7294	Rojola	Tenho
9461	Rojola	Tenho
9671	Rojola	Tenho
10094	Rojola	Tenho
11413	Rojola	Tenho
11738	Rojola	Tenho
12244	Rojola	Tenho
13047	Rojola	Tenho
15476	Rojola	Tenho
18407	Rojola	Tenho
24044	Rojola	Tenho
24066	Rojola	Tenho
26509	Rojola-Auvinen	Tenho
28292	Rojola	Tenho
30320	Rojola	Tenho
32094	Rojola	Tenho
37119	Rojola	Tenho
39437	Rojola	Tenho
40270	Rojola	Tenho
40600	Rojola	Tenho
42541	Rojola	Tenho
43285	Rojola	Tenho
45918	Laitamo-Rojola	Tenho
46519	Rojola	Tenho
47522	Rojola	Tenho
48664	Rojola	Tenho
50163	Rojola	Tenho
51065	Rojola	Tenho
53432	Rojola	Tenho
55375	Rojola	Tenho
55736	Ollikainen-Rojola	Tenho
56196	Rojola	Tenho
61538	Rojola	Tenho
64254	Rojola	Tenho
66363	Rojola	Tenho
66979	Rojola-Rajala	Tenho
68219	Rojola	Tenho
71215	Rojola	Tenho
71733	Rojola	Tenho
74971	Häkkinen-Rojola	Tenho
76212	Rojola	Tenho
79318	Rojola	Tenho
81227	Rojola	Tenho
81975	Rojola	Tenho
87081	Rojola	Tenho
88357	Rojola	Tenho
89019	Rojola	Tenho
91841	Rojola	Tenho
92299	Rojola	Tenho
97570	Rojola	Tenho
97630	Rojola	Tenho
99720	Rojola	Tenho
99753	Rojola	Tenho
107288	Rojola-Uutela	Tenho
110170	Rojola	Tenho
111197	Rojola	Tenho
111640	Wuotila-Rojola	Tenho
114982	Rojola	Tenho
115272	Rojola	Tenho
115298	Rojola	Tenho
115935	Rojola	Tenho
117692	Rojola	Tenho
123204	Rojola	Tenho
124259	Mottisenkangas-Rojola	Tenho
125850	Rojola	Tenho
126623	Rojola	Tenho
126819	Stepanov-Rojola	Tenho
129695	Rojola	Tenho
131459	Rojola	Tenho
132236	Rojola	Tenho
132745	Rojola	Tenho
135215	Rojola	Tenho
135299	Paavola-Rojola	Tenho
135519	Rojola	Tenho
136156	Rojola	Tenho
136834	Rojola	Tenho
136990	Rojola	Tenho
137027	Rojola	Tenho
146857	Rojola	Tenho
149258	Rojola	Tenho
149415	Rojola-Ruottinen	Tenho
152450	Rojola	Tenho
152539	Kohonen-Rojola	Tenho
152750	Rojola	Tenho
154835	Rojola	Tenho
155465	Rojola	Tenho
158957	Rojola	Tenho
159208	Rojola	Tenho
160085	Rojola-Kähkönen	Tenho
163554	Rojola	Tenho
164153	Rojola	Tenho
164918	Vanninen-Rojola	Tenho
168449	Rojola	Tenho
172311	Rojola	Tenho
173258	Rojola	Tenho
174364	Rojola	Tenho
175094	Rojola	Tenho
175253	Rojola	Tenho
176917	Rojola	Tenho
177825	Rojola	Tenho
178222	Rojola	Tenho
179838	Rojola	Tenho
180744	Rojola	Tenho
182603	Rojola	Tenho
183368	Rojola	Tenho
184592	Mynttinen-Rojola	Tenho
185206	Rojola	Tenho
186419	Rojola	Tenho
187117	Rojola	Tenho
190421	Rojola	Tenho
191298	Rojola	Tenho
193437	Rojola	Tenho
196979	Rojola	Tenho
197621	Rojola	Tenho
198720	Rojola	Tenho
199632	Rojola	Tenho
3	Rojola	Matias
206	Rojola	Matias
1179	Rojola-Heinonen	Matias
1866	Rojola	Matias
5376	Rojola	Matias
5443	Rojola	Matias
5607	Rojola	Matias
6469	Rojola	Matias
7294	Rojola	Matias
9461	Rojola	Matias
9671	Rojola	Matias
10094	Rojola	Matias
11413	Rojola	Matias
11738	Rojola	Matias
12244	Rojola	Matias
13047	Rojola	Matias
15476	Rojola	Matias
18407	Rojola	Matias
24044	Rojola	Matias
24066	Rojola	Matias
26509	Rojola-Auvinen	Matias
28292	Rojola	Matias
30320	Rojola	Matias
32094	Rojola	Matias
37119	Rojola	Matias
39437	Rojola	Matias
40270	Rojola	Matias
40600	Rojola	Matias
42541	Rojola	Matias
43285	Rojola	Matias
45918	Laitamo-Rojola	Matias
46519	Rojola	Matias
47522	Rojola	Matias
48664	Rojola	Matias
50163	Rojola	Matias
51065	Rojola	Matias
53432	Rojola	Matias
55375	Rojola	Matias
55736	Ollikainen-Rojola	Matias
56196	Rojola	Matias
61538	Rojola	Matias
64254	Rojola	Matias
66363	Rojola	Matias
66979	Rojola-Rajala	Matias
68219	Rojola	Matias
71215	Rojola	Matias
71733	Rojola	Matias
74971	Häkkinen-Rojola	Matias
76212	Rojola	Matias
79318	Rojola	Matias
81227	Rojola	Matias
81975	Rojola	Matias
87081	Rojola	Matias
88357	Rojola	Matias
89019	Rojola	Matias
91841	Rojola	Matias
92299	Rojola	Matias
97570	Rojola	Matias
97630	Rojola	Matias
99720	Rojola	Matias
99753	Rojola	Matias
107288	Rojola-Uutela	Matias
110170	Rojola	Matias
111197	Rojola	Matias
111640	Wuotila-Rojola	Matias
114982	Rojola	Matias
115272	Rojola	Matias
115298	Rojola	Matias
115935	Rojola	Matias
117692	Rojola	Matias
123204	Rojola	Matias
124259	Mottisenkangas-Rojola	Matias
125850	Rojola	Matias
126623	Rojola	Matias
126819	Stepanov-Rojola	Matias
129695	Rojola	Matias
131459	Rojola	Matias
132236	Rojola	Matias
132745	Rojola	Matias
135215	Rojola	Matias
135299	Paavola-Rojola	Matias
135519	Rojola	Matias
136156	Rojola	Matias
136834	Rojola	Matias
136990	Rojola	Matias
137027	Rojola	Matias
146857	Rojola	Matias
149258	Rojola	Matias
149415	Rojola-Ruottinen	Matias
152450	Rojola	Matias
152539	Kohonen-Rojola	Matias
152750	Rojola	Matias
154835	Rojola	Matias
155465	Rojola	Matias
158957	Rojola	Matias
159208	Rojola	Matias
160085	Rojola-Kähkönen	Matias
163554	Rojola	Matias
164153	Rojola	Matias
164918	Vanninen-Rojola	Matias
168449	Rojola	Matias
172311	Rojola	Matias
173258	Rojola	Matias
174364	Rojola	Matias
175094	Rojola	Matias
175253	Rojola	Matias
176917	Rojola	Matias
177825	Rojola	Matias
178222	Rojola	Matias
179838	Rojola	Matias
180744	Rojola	Matias
182603	Rojola	Matias
183368	Rojola	Matias
184592	Mynttinen-Rojola	Matias
185206	Rojola	Matias
186419	Rojola	Matias
187117	Rojola	Matias
190421	Rojola	Matias
191298	Rojola	Matias
193437	Rojola	Matias
196979	Rojola	Matias
197621	Rojola	Matias
198720	Rojola	Matias
199632	Rojola	Matias
3	Rojola	Raakel
206	Rojola	Raakel
1179	Rojola-Heinonen	Raakel
1866	Rojola	Raakel
5376	Rojola	Raakel
5443	Rojola	Raakel
5607	Rojola	Raakel
6469	Rojola	Raakel
7294	Rojola	Raakel
9461	Rojola	Raakel
9671	Rojola	Raakel
10094	Rojola	Raakel
11413	Rojola	Raakel
11738	Rojola	Raakel
12244	Rojola	Raakel
13047	Rojola	Raakel
15476	Rojola	Raakel
18407	Rojola	Raakel
24044	Rojola	Raakel
24066	Rojola	Raakel
26509	Rojola-Auvinen	Raakel
28292	Rojola	Raakel
30320	Rojola	Raakel
32094	Rojola	Raakel
37119	Rojola	Raakel
39437	Rojola	Raakel
40270	Rojola	Raakel
40600	Rojola	Raakel
42541	Rojola	Raakel
43285	Rojola	Raakel
45918	Laitamo-Rojola	Raakel
46519	Rojola	Raakel
47522	Rojola	Raakel
48664	Rojola	Raakel
50163	Rojola	Raakel
51065	Rojola	Raakel
53432	Rojola	Raakel
55375	Rojola	Raakel
55736	Ollikainen-Rojola	Raakel
56196	Rojola	Raakel
61538	Rojola	Raakel
64254	Rojola	Raakel
66363	Rojola	Raakel
66979	Rojola-Rajala	Raakel
68219	Rojola	Raakel
71215	Rojola	Raakel
71733	Rojola	Raakel
74971	Häkkinen-Rojola	Raakel
76212	Rojola	Raakel
79318	Rojola	Raakel
81227	Rojola	Raakel
81975	Rojola	Raakel
87081	Rojola	Raakel
88357	Rojola	Raakel
89019	Rojola	Raakel
91841	Rojola	Raakel
92299	Rojola	Raakel
97570	Rojola	Raakel
97630	Rojola	Raakel
99720	Rojola	Raakel
99753	Rojola	Raakel
107288	Rojola-Uutela	Raakel
110170	Rojola	Raakel
111197	Rojola	Raakel
111640	Wuotila-Rojola	Raakel
114982	Rojola	Raakel
115272	Rojola	Raakel
115298	Rojola	Raakel
115935	Rojola	Raakel
117692	Rojola	Raakel
123204	Rojola	Raakel
124259	Mottisenkangas-Rojola	Raakel
125850	Rojola	Raakel
126623	Rojola	Raakel
126819	Stepanov-Rojola	Raakel
129695	Rojola	Raakel
131459	Rojola	Raakel
132236	Rojola	Raakel
132745	Rojola	Raakel
135215	Rojola	Raakel
135299	Paavola-Rojola	Raakel
135519	Rojola	Raakel
136156	Rojola	Raakel
136834	Rojola	Raakel
136990	Rojola	Raakel
137027	Rojola	Raakel
146857	Rojola	Raakel
149258	Rojola	Raakel
149415	Rojola-Ruottinen	Raakel
152450	Rojola	Raakel
152539	Kohonen-Rojola	Raakel
152750	Rojola	Raakel
154835	Rojola	Raakel
155465	Rojola	Raakel
158957	Rojola	Raakel
159208	Rojola	Raakel
160085	Rojola-Kähkönen	Raakel
163554	Rojola	Raakel
164153	Rojola	Raakel
164918	Vanninen-Rojola	Raakel
168449	Rojola	Raakel
172311	Rojola	Raakel
173258	Rojola	Raakel
174364	Rojola	Raakel
175094	Rojola	Raakel
175253	Rojola	Raakel
176917	Rojola	Raakel
177825	Rojola	Raakel
178222	Rojola	Raakel
179838	Rojola	Raakel
180744	Rojola	Raakel
182603	Rojola	Raakel
183368	Rojola	Raakel
184592	Mynttinen-Rojola	Raakel
185206	Rojola	Raakel
186419	Rojola	Raakel
187117	Rojola	Raakel
190421	Rojola	Raakel
191298	Rojola	Raakel
193437	Rojola	Raakel
196979	Rojola	Raakel
197621	Rojola	Raakel
198720	Rojola	Raakel
199632	Rojola	Raakel
3	Rojola	Taru
206	Rojola	Taru
1179	Rojola-Heinonen	Taru
1866	Rojola	Taru
5376	Rojola	Taru
5443	Rojola	Taru
5607	Rojola	Taru
6469	Rojola	Taru
7294	Rojola	Taru
9461	Rojola	Taru
9671	Rojola	Taru
10094	Rojola	Taru
11413	Rojola	Taru
11738	Rojola	Taru
12244	Rojola	Taru
13047	Rojola	Taru
15476	Rojola	Taru
18407	Rojola	Taru
24044	Rojola	Taru
24066	Rojola	Taru
26509	Rojola-Auvinen	Taru
28292	Rojola	Taru
30320	Rojola	Taru
32094	Rojola	Taru
37119	Rojola	Taru
39437	Rojola	Taru
40270	Rojola	Taru
40600	Rojola	Taru
42541	Rojola	Taru
43285	Rojola	Taru
45918	Laitamo-Rojola	Taru
46519	Rojola	Taru
47522	Rojola	Taru
48664	Rojola	Taru
50163	Rojola	Taru
51065	Rojola	Taru
53432	Rojola	Taru
55375	Rojola	Taru
55736	Ollikainen-Rojola	Taru
56196	Rojola	Taru
